year_month,fiscal_year,variable_name,n,min_reported,max_reported,table_date,file_date
2023_12,2024,order_of_supervision,406,406,412,2024-10-03,2024-10-01
2024_01,2024,order_of_supervision,475,475,484,2024-10-03,2024-10-01
2024_02,2024,order_of_supervision,356,356,359,2024-10-03,2024-10-01
2024_03,2024,order_of_supervision,984,984,1001,2024-10-03,2024-10-01
2024_04,2024,order_of_supervision,1156,1152,1157,2024-10-03,2024-10-01
2024_05,2024,order_of_supervision,1061,1059,1061,2024-10-03,2024-10-01
2024_06,2024,order_of_supervision,795,795,798,2024-10-03,2024-10-01
2024_07,2024,order_of_supervision,627,627,632,2024-10-03,2024-10-01
2024_08,2024,order_of_supervision,641,641,657,2024-10-03,2024-10-01
2024_09,2024,order_of_supervision,493,493,493,2024-10-03,2024-10-01
2024_10,2025,order_of_supervision,457,457,460,2025-09-20,2025-10-30
2024_11,2025,order_of_supervision,443,443,453,2025-09-20,2025-10-30
2024_12,2025,order_of_supervision,432,430,433,2025-09-20,2025-10-30
2025_01,2025,order_of_supervision,537,528,537,2025-09-20,2025-10-30
2025_02,2025,order_of_supervision,108,106,108,2025-09-20,2025-10-30
2025_03,2025,order_of_supervision,62,61,63,2025-09-20,2025-10-30
2025_04,2025,order_of_supervision,106,106,109,2025-09-20,2025-10-30
2025_05,2025,order_of_supervision,136,136,136,2025-09-20,2025-10-30
2025_06,2025,order_of_supervision,83,83,84,2025-09-20,2025-10-30
2025_07,2025,order_of_supervision,143,143,143,2025-09-20,2025-10-30
2025_08,2025,order_of_supervision,107,107,107,2025-09-20,2025-10-30
2025_09,2025,order_of_supervision,55,,,2025-09-20,2025-10-30
2025_10,2026,order_of_supervision,144,144,148,2026-02-07,2026-02-13
2025_11,2026,order_of_supervision,180,177,181,2026-02-07,2026-02-13
2025_12,2026,order_of_supervision,261,261,262,2026-02-07,2026-02-13
2026_01,2026,order_of_supervision,371,371,371,2026-02-07,2026-02-13
2026_02,2026,order_of_supervision,104,,,2026-02-07,2026-02-13
2020_10,2021,paroled,390,390,390,2021-09-25,2021-10-02
2020_11,2021,paroled,244,244,244,2021-09-25,2021-10-02
2020_12,2021,paroled,422,422,422,2021-09-25,2021-10-02
2021_01,2021,paroled,451,449,451,2021-09-25,2021-10-02
2021_02,2021,paroled,770,768,770,2021-09-25,2021-10-02
2021_03,2021,paroled,2070,2068,2070,2021-09-25,2021-10-02
2021_04,2021,paroled,1884,1881,1884,2021-09-25,2021-10-02
2021_05,2021,paroled,1733,1732,1734,2021-09-25,2021-10-02
2021_06,2021,paroled,2542,2539,2542,2021-09-25,2021-10-02
2021_07,2021,paroled,7297,7286,7297,2021-09-25,2021-10-02
2021_08,2021,paroled,8897,8873,8897,2021-09-25,2021-10-02
2021_09,2021,paroled,8304,,,2021-09-25,2021-10-02
2021_10,2022,paroled,8598,8598,8634,2022-09-24,2022-09-30
2021_11,2022,paroled,10572,10572,10659,2022-09-24,2022-09-30
2021_12,2022,paroled,8474,8474,8542,2022-09-24,2022-09-30
2022_01,2022,paroled,5117,5117,5174,2022-09-24,2022-09-30
2022_02,2022,paroled,4446,4445,4463,2022-09-24,2022-09-30
2022_03,2022,paroled,4912,4912,4958,2022-09-24,2022-09-30
2022_04,2022,paroled,4573,4573,4602,2022-09-24,2022-09-30
2022_05,2022,paroled,6359,6356,6360,2022-09-24,2022-09-30
2022_06,2022,paroled,6484,6482,6488,2022-09-24,2022-09-30
2022_07,2022,paroled,6553,6553,6556,2022-09-24,2022-09-30
2022_08,2022,paroled,6846,6846,6851,2022-09-24,2022-09-30
2022_09,2022,paroled,5235,,,2022-09-24,2022-09-30
2022_10,2023,paroled,4736,4736,4745,2023-10-03,2023-11-08
2022_11,2023,paroled,7157,7157,7169,2023-10-03,2023-11-08
2022_12,2023,paroled,11754,11747,11768,2023-10-03,2023-11-08
2023_01,2023,paroled,5991,5982,5991,2023-10-03,2023-11-08
2023_02,2023,paroled,6043,6036,6043,2023-10-03,2023-11-08
2023_03,2023,paroled,9379,9377,9380,2023-10-03,2023-11-08
2023_04,2023,paroled,8236,8233,8236,2023-10-03,2023-11-08
2023_05,2023,paroled,6525,6516,6527,2023-10-03,2023-11-08
2023_06,2023,paroled,6721,6710,6721,2023-10-03,2023-11-08
2023_07,2023,paroled,6988,6987,6989,2023-10-03,2023-11-08
2023_08,2023,paroled,6733,6728,6733,2023-10-03,2023-11-08
2023_09,2023,paroled,5263,5263,5263,2023-10-03,2023-11-08
2023_10,2024,paroled,5626,5622,5626,2024-10-03,2024-10-01
2023_11,2024,paroled,5630,5620,5630,2024-10-03,2024-10-01
2023_12,2024,paroled,5130,5124,5130,2024-10-03,2024-10-01
2024_01,2024,paroled,4732,4731,4732,2024-10-03,2024-10-01
2024_02,2024,paroled,5259,5255,5259,2024-10-03,2024-10-01
2024_03,2024,paroled,6017,5996,6017,2024-10-03,2024-10-01
2024_04,2024,paroled,5345,5343,5346,2024-10-03,2024-10-01
2024_05,2024,paroled,4784,4755,4785,2024-10-03,2024-10-01
2024_06,2024,paroled,4216,4210,4216,2024-10-03,2024-10-01
2024_07,2024,paroled,4807,4801,4807,2024-10-03,2024-10-01
2024_08,2024,paroled,4982,4977,4982,2024-10-03,2024-10-01
2024_09,2024,paroled,4092,4092,4092,2024-10-03,2024-10-01
2024_10,2025,paroled,4385,4231,4385,2025-09-20,2025-10-30
2024_11,2025,paroled,4962,4876,4962,2025-09-20,2025-10-30
2024_12,2025,paroled,5159,5150,5159,2025-09-20,2025-10-30
2025_01,2025,paroled,4962,4958,4963,2025-09-20,2025-10-30
2025_02,2025,paroled,559,559,559,2025-09-20,2025-10-30
2025_03,2025,paroled,46,40,46,2025-09-20,2025-10-30
2025_04,2025,paroled,64,64,64,2025-09-20,2025-10-30
2025_05,2025,paroled,38,38,38,2025-09-20,2025-10-30
2025_06,2025,paroled,67,67,67,2025-09-20,2025-10-30
2025_07,2025,paroled,81,81,81,2025-09-20,2025-10-30
2025_08,2025,paroled,157,157,157,2025-09-20,2025-10-30
2025_09,2025,paroled,73,,,2025-09-20,2025-10-30
2025_10,2026,paroled,140,139,140,2026-02-07,2026-02-13
2025_11,2026,paroled,83,83,83,2026-02-07,2026-02-13
2025_12,2026,paroled,87,87,87,2026-02-07,2026-02-13
2026_01,2026,paroled,332,332,332,2026-02-07,2026-02-13
2026_02,2026,paroled,119,,,2026-02-07,2026-02-13
2023_10,2024,proceedings_terminated,67,67,67,2024-10-03,2024-10-01
2023_11,2024,proceedings_terminated,78,78,78,2024-10-03,2024-10-01
2023_12,2024,proceedings_terminated,63,63,63,2024-10-03,2024-10-01
2024_01,2024,proceedings_terminated,77,76,77,2024-10-03,2024-10-01
2024_02,2024,proceedings_terminated,128,127,128,2024-10-03,2024-10-01
2024_03,2024,proceedings_terminated,100,100,100,2024-10-03,2024-10-01
2024_04,2024,proceedings_terminated,97,97,97,2024-10-03,2024-10-01
2024_05,2024,proceedings_terminated,191,191,191,2024-10-03,2024-10-01
2024_06,2024,proceedings_terminated,161,161,161,2024-10-03,2024-10-01
2024_07,2024,proceedings_terminated,117,116,117,2024-10-03,2024-10-01
2024_08,2024,proceedings_terminated,79,79,79,2024-10-03,2024-10-01
2024_09,2024,proceedings_terminated,59,59,59,2024-10-03,2024-10-01
2024_10,2025,proceedings_terminated,84,83,84,2025-09-20,2025-10-30
2024_11,2025,proceedings_terminated,58,58,58,2025-09-20,2025-10-30
2024_12,2025,proceedings_terminated,50,50,52,2025-09-20,2025-10-30
2025_01,2025,proceedings_terminated,56,55,56,2025-09-20,2025-10-30
2025_02,2025,proceedings_terminated,55,55,55,2025-09-20,2025-10-30
2025_03,2025,proceedings_terminated,65,65,65,2025-09-20,2025-10-30
2025_04,2025,proceedings_terminated,56,55,56,2025-09-20,2025-10-30
2025_05,2025,proceedings_terminated,84,84,84,2025-09-20,2025-10-30
2025_06,2025,proceedings_terminated,111,110,111,2025-09-20,2025-10-30
2025_07,2025,proceedings_terminated,92,91,92,2025-09-20,2025-10-30
2025_08,2025,proceedings_terminated,118,118,118,2025-09-20,2025-10-30
2025_09,2025,proceedings_terminated,89,,,2025-09-20,2025-10-30
2025_10,2026,proceedings_terminated,177,177,177,2026-02-07,2026-02-13
2025_11,2026,proceedings_terminated,156,154,156,2026-02-07,2026-02-13
2025_12,2026,proceedings_terminated,192,192,193,2026-02-07,2026-02-13
2026_01,2026,proceedings_terminated,230,230,230,2026-02-07,2026-02-13
2026_02,2026,proceedings_terminated,49,,,2026-02-07,2026-02-13
2023_10,2024,release_to_remove,9740,9731,9740,2024-10-03,2024-10-01
2023_11,2024,release_to_remove,9022,9022,9023,2024-10-03,2024-10-01
2023_12,2024,release_to_remove,8784,8784,8786,2024-10-03,2024-10-01
2024_01,2024,release_to_remove,10806,10791,10809,2024-10-03,2024-10-01
2024_02,2024,release_to_remove,12635,12631,12635,2024-10-03,2024-10-01
2024_03,2024,release_to_remove,12990,12984,12990,2024-10-03,2024-10-01
2024_04,2024,release_to_remove,13725,13715,13725,2024-10-03,2024-10-01
2024_05,2024,release_to_remove,16336,15895,16336,2024-10-03,2024-10-01
2024_06,2024,release_to_remove,15369,15309,15372,2024-10-03,2024-10-01
2024_07,2024,release_to_remove,15638,15435,15638,2024-10-03,2024-10-01
2024_08,2024,release_to_remove,14854,14854,14856,2024-10-03,2024-10-01
2024_09,2024,release_to_remove,13083,13083,13083,2024-10-03,2024-10-01
2024_10,2025,release_to_remove,13645,13638,13646,2025-09-20,2025-10-30
2024_11,2025,release_to_remove,12608,12607,12610,2025-09-20,2025-10-30
2024_12,2025,release_to_remove,12300,12297,12301,2025-09-20,2025-10-30
2025_01,2025,release_to_remove,11915,11866,11915,2025-09-20,2025-10-30
2025_02,2025,release_to_remove,14314,14309,14315,2025-09-20,2025-10-30
2025_03,2025,release_to_remove,15916,15855,15917,2025-09-20,2025-10-30
2025_04,2025,release_to_remove,16995,16939,16995,2025-09-20,2025-10-30
2025_05,2025,release_to_remove,22520,22473,22520,2025-09-20,2025-10-30
2025_06,2025,release_to_remove,24887,24810,24887,2025-09-20,2025-10-30
2025_07,2025,release_to_remove,26697,26543,26697,2025-09-20,2025-10-30
2025_08,2025,release_to_remove,29446,29446,29446,2025-09-20,2025-10-30
2025_09,2025,release_to_remove,21158,,,2025-09-20,2025-10-30
2025_10,2026,release_to_remove,34114,34072,34130,2026-02-07,2026-02-13
2025_11,2026,release_to_remove,32833,32723,32833,2026-02-07,2026-02-13
2025_12,2026,release_to_remove,33995,33755,33995,2026-02-07,2026-02-13
2026_01,2026,release_to_remove,31430,31430,31430,2026-02-07,2026-02-13
2026_02,2026,release_to_remove,7516,,,2026-02-07,2026-02-13
2023_10,2024,relief_granted_by_ij,99,99,99,2024-10-03,2024-10-01
2023_11,2024,relief_granted_by_ij,82,82,82,2024-10-03,2024-10-01
2023_12,2024,relief_granted_by_ij,84,84,84,2024-10-03,2024-10-01
2024_01,2024,relief_granted_by_ij,102,102,102,2024-10-03,2024-10-01
2024_02,2024,relief_granted_by_ij,85,84,85.0,2024-10-03,2024-10-01
2024_03,2024,relief_granted_by_ij,112,112,112,2024-10-03,2024-10-01
2024_04,2024,relief_granted_by_ij,118,118,118,2024-10-03,2024-10-01
2024_05,2024,relief_granted_by_ij,142,139,142,2024-10-03,2024-10-01
2024_06,2024,relief_granted_by_ij,114,114,114,2024-10-03,2024-10-01
2024_07,2024,relief_granted_by_ij,135,134,135,2024-10-03,2024-10-01
2024_08,2024,relief_granted_by_ij,117,116,117,2024-10-03,2024-10-01
2024_09,2024,relief_granted_by_ij,93,93,93,2024-10-03,2024-10-01
2024_10,2025,relief_granted_by_ij,128,126,128,2025-09-20,2025-10-30
2024_11,2025,relief_granted_by_ij,94,94,94,2025-09-20,2025-10-30
2024_12,2025,relief_granted_by_ij,105,104,105,2025-09-20,2025-10-30
2025_01,2025,relief_granted_by_ij,94,94,94,2025-09-20,2025-10-30
2025_02,2025,relief_granted_by_ij,85,85,85,2025-09-20,2025-10-30
2025_03,2025,relief_granted_by_ij,102,101,102,2025-09-20,2025-10-30
2025_04,2025,relief_granted_by_ij,111,111,111,2025-09-20,2025-10-30
2025_05,2025,relief_granted_by_ij,159,159,159,2025-09-20,2025-10-30
2025_06,2025,relief_granted_by_ij,201,201,201,2025-09-20,2025-10-30
2025_07,2025,relief_granted_by_ij,237,236,237,2025-09-20,2025-10-30
2025_08,2025,relief_granted_by_ij,258,258,258,2025-09-20,2025-10-30
2025_09,2025,relief_granted_by_ij,190,,,2025-09-20,2025-10-30
2025_10,2026,relief_granted_by_ij,436,436,436,2026-02-07,2026-02-13
2025_11,2026,relief_granted_by_ij,354,351,354,2026-02-07,2026-02-13
2025_12,2026,relief_granted_by_ij,315,313,315,2026-02-07,2026-02-13
2026_01,2026,relief_granted_by_ij,261,261,261,2026-02-07,2026-02-13
2026_02,2026,relief_granted_by_ij,67,,,2026-02-07,2026-02-13
2023_10,2024,transfer_to_marshals_or_other_agency,424,424,424,2024-10-03,2024-10-01
2023_11,2024,transfer_to_marshals_or_other_agency,385,383,385,2024-10-03,2024-10-01
2023_12,2024,transfer_to_marshals_or_other_agency,345,344,346,2024-10-03,2024-10-01
2024_01,2024,transfer_to_marshals_or_other_agency,443,439,443,2024-10-03,2024-10-01
2024_02,2024,transfer_to_marshals_or_other_agency,526,525,526,2024-10-03,2024-10-01
2024_03,2024,transfer_to_marshals_or_other_agency,616,613,617,2024-10-03,2024-10-01
2024_04,2024,transfer_to_marshals_or_other_agency,590,586,590,2024-10-03,2024-10-01
2024_05,2024,transfer_to_marshals_or_other_agency,632,622,634,2024-10-03,2024-10-01
2024_06,2024,transfer_to_marshals_or_other_agency,415,415,417,2024-10-03,2024-10-01
2024_07,2024,transfer_to_marshals_or_other_agency,549,546,549,2024-10-03,2024-10-01
2024_08,2024,transfer_to_marshals_or_other_agency,574,569,574,2024-10-03,2024-10-01
2024_09,2024,transfer_to_marshals_or_other_agency,524,524,524,2024-10-03,2024-10-01
2024_10,2025,transfer_to_marshals_or_other_agency,591,580,592,2025-09-20,2025-10-30
2024_11,2025,transfer_to_marshals_or_other_agency,555,552,555,2025-09-20,2025-10-30
2024_12,2025,transfer_to_marshals_or_other_agency,524,515,524,2025-09-20,2025-10-30
2025_01,2025,transfer_to_marshals_or_other_agency,633,620,633,2025-09-20,2025-10-30
2025_02,2025,transfer_to_marshals_or_other_agency,979,967,980,2025-09-20,2025-10-30
2025_03,2025,transfer_to_marshals_or_other_agency,1161,1146,1161,2025-09-20,2025-10-30
2025_04,2025,transfer_to_marshals_or_other_agency,1068,1045,1068,2025-09-20,2025-10-30
2025_05,2025,transfer_to_marshals_or_other_agency,1071,1063,1071,2025-09-20,2025-10-30
2025_06,2025,transfer_to_marshals_or_other_agency,930,929,930,2025-09-20,2025-10-30
2025_07,2025,transfer_to_marshals_or_other_agency,837,828,837,2025-09-20,2025-10-30
2025_08,2025,transfer_to_marshals_or_other_agency,824,824,824,2025-09-20,2025-10-30
2025_09,2025,transfer_to_marshals_or_other_agency,563,,,2025-09-20,2025-10-30
2025_10,2026,transfer_to_marshals_or_other_agency,903,900,903,2026-02-07,2026-02-13
2025_11,2026,transfer_to_marshals_or_other_agency,751,741,751,2026-02-07,2026-02-13
2025_12,2026,transfer_to_marshals_or_other_agency,733,722,734,2026-02-07,2026-02-13
2026_01,2026,transfer_to_marshals_or_other_agency,642,642,642,2026-02-07,2026-02-13
2026_02,2026,transfer_to_marshals_or_other_agency,171,,,2026-02-07,2026-02-13
2023_10,2024,transferred,19,19,21,2024-10-03,2024-10-01
2023_11,2024,transferred,45,45,47,2024-10-03,2024-10-01
2023_12,2024,transferred,34,33,39,2024-10-03,2024-10-01
2024_01,2024,transferred,28,28,40,2024-10-03,2024-10-01
2024_02,2024,transferred,20,20,35,2024-10-03,2024-10-01
2024_03,2024,transferred,76,76,119,2024-10-03,2024-10-01
2024_04,2024,transferred,29,28,48,2024-10-03,2024-10-01
2024_05,2024,transferred,40,39,185,2024-10-03,2024-10-01
2024_06,2024,transferred,42,42,46,2024-10-03,2024-10-01
2024_07,2024,transferred,24,24,36,2024-10-03,2024-10-01
2024_08,2024,transferred,45,45,80,2024-10-03,2024-10-01
2024_09,2024,transferred,49,49,49,2024-10-03,2024-10-01
2024_10,2025,transferred,15,13,78,2025-09-20,2025-10-30
2024_11,2025,transferred,36,33,38,2025-09-20,2025-10-30
2024_12,2025,transferred,211,208,256,2025-09-20,2025-10-30
2025_01,2025,transferred,69,66,90,2025-09-20,2025-10-30
2025_02,2025,transferred,99,94,117,2025-09-20,2025-10-30
2025_03,2025,transferred,113,112,169,2025-09-20,2025-10-30
2025_04,2025,transferred,73,72,177,2025-09-20,2025-10-30
2025_05,2025,transferred,205,205,246,2025-09-20,2025-10-30
2025_06,2025,transferred,471,471,604,2025-09-20,2025-10-30
2025_07,2025,transferred,307,307,453,2025-09-20,2025-10-30
2025_08,2025,transferred,361,361,361,2025-09-20,2025-10-30
2025_09,2025,transferred,896,,,2025-09-20,2025-10-30
2025_10,2026,transferred,246,245,412,2026-02-07,2026-02-13
2025_11,2026,transferred,474,474,584,2026-02-07,2026-02-13
2025_12,2026,transferred,440,440,824,2026-02-07,2026-02-13
2026_01,2026,transferred,475,475,475,2026-02-07,2026-02-13
2026_02,2026,transferred,943,,,2026-02-07,2026-02-13
2023_10,2024,other,3,3,3,2024-10-03,2024-10-01
2023_11,2024,other,2,2,2,2024-10-03,2024-10-01
2023_12,2024,other,4,4,4,2024-10-03,2024-10-01
2024_01,2024,other,1,1,1,2024-10-03,2024-10-01
2024_02,2024,other,3,2,3,2024-10-03,2024-10-01
2024_03,2024,other,4,4,4,2024-10-03,2024-10-01
2024_04,2024,other,2,2,2,2024-10-03,2024-10-01
2024_05,2024,other,7,5,7,2024-10-03,2024-10-01
2024_06,2024,other,3,3,5,2024-10-03,2024-10-01
2024_07,2024,other,2,2,2,2024-10-03,2024-10-01
2024_08,2024,other,2,2,2,2024-10-03,2024-10-01
2024_09,2024,other,1,1,1,2024-10-03,2024-10-01
2024_10,2025,other,1,1,1,2025-09-20,2025-10-30
2024_11,2025,other,1,1,1,2025-09-20,2025-10-30
2024_12,2025,other,1,1,2,2025-09-20,2025-10-30
2025_01,2025,other,4,4,4,2025-09-20,2025-10-30
2025_02,2025,other,2,1,2,2025-09-20,2025-10-30
2025_03,2025,other,8,7,8,2025-09-20,2025-10-30
2025_04,2025,other,5,5,5,2025-09-20,2025-10-30
2025_05,2025,other,5,5.0,6,2025-09-20,2025-10-30
2025_06,2025,other,10,10,10,2025-09-20,2025-10-30
2025_07,2025,other,7,7,7,2025-09-20,2025-10-30
2025_08,2025,other,6,6,6,2025-09-20,2025-10-30
2025_09,2025,other,4,,,2025-09-20,2025-10-30
2025_10,2026,other,6,6,9,2026-02-07,2026-02-13
2025_11,2026,other,8,8,8,2026-02-07,2026-02-13
2025_12,2026,other,9,9,9,2026-02-07,2026-02-13
2026_01,2026,other,6,6,6,2026-02-07,2026-02-13
2026_02,2026,other,4,,,2026-02-07,2026-02-13
